GRUMP_GID	file	mean_or_sum
12056	12056_ts_prct_abs_diff_2015-2030_1870-1999	0.734378863247848
70101	70101_ppt_prct_abs_diff_2015-2030_1870-1999	2.36828
52241	52241_ppt_prct_abs_diff_2015-2030_1870-1999	6.42779162227604
61442	61442_ts_prct_abs_diff_2015-2030_1870-1999	0.367334
55259	55259_ppt_prct_abs_diff_1995-1999_1870-1999	5.81679
75111	75111_ppt_prct_abs_diff_1995-1999_1870-1999	3.95709999999961
33237	33237_ppt_prct_abs_diff_1995-1999_1870-1999	0.451609
72005	72005_aid	532114.055419922
23198	23198_ts_prct_abs_diff_2015-2030_1870-1999	0.716697000000004
38301	38301_ppt_prct_abs_diff_2015-2030_1870-1999	6.5847960515787
19902	19902_ts_prct_abs_diff_1995-1999_1870-1999	0.222761846153847
73088	73088_ts_prct_abs_diff_1995-1999_1870-1999	0.153089
54157	54157_ts_prct_abs_diff_1995-1999_1870-1999	0.208933459016393
46507	46507_ts_prct_abs_diff_1995-1999_1870-1999	0.285990999999999
63771	63771_ppt_prct_abs_diff_1995-1999_1870-1999	4.91746979591835
61790	61790_ts_prct_abs_diff_2015-2030_1870-1999	0.31358999999997
41442	41442_ts_prct_abs_diff_2015-2030_1870-1999	0.420915999999999
57485	57485_ts_prct_abs_diff_1995-1999_1870-1999	0.126514999999995
56805	56805_ts_prct_abs_diff_2015-2030_1870-1999	0.380638
28503	28503_ppt_prct_abs_diff_2015-2030_1870-1999	0.864273999999981
64358	64358_ts_prct_abs_diff_2015-2030_1870-1999	0.452414999999998
82139	82139_ts_prct_abs_diff_1995-1999_1870-1999	0.266644
49452	49452_ppt_prct_abs_diff_2015-2030_1870-1999	3.77598000000003
65146	65146_ts_prct_abs_diff_2015-2030_1870-1999	0.409147
58304	58304_ppt_prct_abs_diff_2015-2030_1870-1999	9.97352
55695	55695_aid	370520.690917969
57485	57485_ts_prct_abs_diff_2015-2030_1870-1999	0.196386999999992
65197	65197_ts_prct_abs_diff_2015-2030_1870-1999	0.331864
56657	56657_ppt_prct_abs_diff_2015-2030_1870-1999	7.18158
23470	23470_ts_prct_abs_diff_1995-1999_1870-1999	0.463755689839564
32549	32549_ppt_prct_abs_diff_1995-1999_1870-1999	1.63124
56561	56561_aid	180850.467086792
53874	53874_ts_prct_abs_diff_2015-2030_1870-1999	0.425878
86798	86798_ppt_prct_abs_diff_2015-2030_1870-1999	4.98991999999999
57921	57921_ppt_prct_abs_diff_1995-1999_1870-1999	9.16387
80370	80370_ppt_prct_abs_diff_1995-1999_1870-1999	1.86181238123513
38445	38445_ppt_prct_abs_diff_1995-1999_1870-1999	6.35232000000015
80589	80589_ts_prct_abs_diff_2015-2030_1870-1999	0.495009000000013
77168	77168_ts_prct_abs_diff_1995-1999_1870-1999	0.170101999999995
79681	79681_ppt_prct_abs_diff_1995-1999_1870-1999	3.08098999999998
66168	66168_ppt_prct_abs_diff_1995-1999_1870-1999	2.569669823932
61718	61718_ppt_prct_abs_diff_1995-1999_1870-1999	3.25837
67550	67550_aid	92982.2186279317
61133	61133_aid	2738.51923370361
62920	62920_ppt_prct_abs_diff_2015-2030_1870-1999	3.95925999999996
20867	20867_ts_prct_abs_diff_1995-1999_1870-1999	0.216135999999999
67633	67633_ts_prct_abs_diff_1995-1999_1870-1999	0.169728999999991
57324	57324_aid	29173.5631332397
68363	68363_ts_prct_abs_diff_1995-1999_1870-1999	0.168581999999994
32456	32456_ppt_prct_abs_diff_2015-2030_1870-1999	6.83909000000002
52015	52015_ppt_prct_abs_diff_1995-1999_1870-1999	1.72348999357167
30874	30874_ts_prct_abs_diff_2015-2030_1870-1999	0.688114999999985
24642	24642_ppt_prct_abs_diff_1995-1999_1870-1999	1.82925999999998
45162	45162_ts_prct_abs_diff_1995-1999_1870-1999	0.336449999999999
32507	32507_ts_prct_abs_diff_1995-1999_1870-1999	0.327651000000012
52693	52693_ppt_prct_abs_diff_2015-2030_1870-1999	10.8313552380952
21442	21442_ts_prct_abs_diff_2015-2030_1870-1999	0.711878
43054	43054_ppt_prct_abs_diff_2015-2030_1870-1999	3.05497000000001
84950	84950_ts_prct_abs_diff_1995-1999_1870-1999	0.18169
21768	21768_ts_prct_abs_diff_1995-1999_1870-1999	0.222452000000001
50720	50720_ts_prct_abs_diff_2015-2030_1870-1999	0.499907
32157	32157_ts_prct_abs_diff_2015-2030_1870-1999	0.938085999999999
68815	68815_ts_prct_abs_diff_1995-1999_1870-1999	0.225033631578947
33655	33655_ppt_prct_abs_diff_2015-2030_1870-1999	3.96222000000001
81051	81051_ts_prct_abs_diff_2015-2030_1870-1999	0.495745754098359
25931	25931_ts_prct_abs_diff_2015-2030_1870-1999	0.764252989512154
23565	23565_ppt_prct_abs_diff_2015-2030_1870-1999	4.08971999999998
33358	33358_ppt_prct_abs_diff_2015-2030_1870-1999	6.42021
69465	69465_aid	111114.179077148
66343	66343_ppt_prct_abs_diff_2015-2030_1870-1999	1.93882999999994
81742	81742_ppt_prct_abs_diff_2015-2030_1870-1999	1.38104000000002
68736	68736_ts_prct_abs_diff_2015-2030_1870-1999	0.467975999999998
33552	33552_aid	191426.187011719
65150	65150_aid	765269.342041006
65807	65807_ts_prct_abs_diff_1995-1999_1870-1999	0.154258999999995
21371	21371_ppt_prct_abs_diff_2015-2030_1870-1999	1.47863268571458
70454	70454_ppt_prct_abs_diff_1995-1999_1870-1999	25.7445
53210	53210_ppt_prct_abs_diff_2015-2030_1870-1999	0.726116999999999
77930	77930_ppt_prct_abs_diff_1995-1999_1870-1999	2.31350999999999
22910	22910_ppt_prct_abs_diff_2015-2030_1870-1999	2.01139999999999
85234	85234_aid	12443797.8145809
84062	84062_ppt_prct_abs_diff_1995-1999_1870-1999	2.53569
50556	50556_ppt_prct_abs_diff_2015-2030_1870-1999	5.75798
9283	9283_ppt_prct_abs_diff_1995-1999_1870-1999	6.56432568438013
77009	77009_aid	2992797.32763627
71009	71009_aid	2243899.61886588
54616	54616_ts_prct_abs_diff_1995-1999_1870-1999	0.155606691780821
75385	75385_ts_prct_abs_diff_1995-1999_1870-1999	0.145315
67775	67775_ppt_prct_abs_diff_2015-2030_1870-1999	3.35649999999951
80589	80589_ts_prct_abs_diff_1995-1999_1870-1999	0.250890000000007
62789	62789_ppt_prct_abs_diff_1995-1999_1870-1999	1.03491
84464	84464_ppt_prct_abs_diff_2015-2030_1870-1999	3.46878000000004
64362	64362_ts_prct_abs_diff_1995-1999_1870-1999	0.276875000000001
67408	67408_ppt_prct_abs_diff_1995-1999_1870-1999	1.28334
36808	36808_ts_prct_abs_diff_1995-1999_1870-1999	0.318764969421227
70132	70132_aid	1197601.72705068
76211	76211_ppt_prct_abs_diff_1995-1999_1870-1999	0.476988000000017
71843	71843_ppt_prct_abs_diff_1995-1999_1870-1999	1.97813
64180	64180_ppt_prct_abs_diff_1995-1999_1870-1999	18.1088
43866	43866_ppt_prct_abs_diff_2015-2030_1870-1999	0.823132743941842
6342	6342_ts_prct_abs_diff_2015-2030_1870-1999	0.963745147405652
61956	61956_ts_prct_abs_diff_1995-1999_1870-1999	0.148037039021283
26479	26479_ppt_prct_abs_diff_1995-1999_1870-1999	2.80434
36766	36766_ppt_prct_abs_diff_2015-2030_1870-1999	3.60838
28247	28247_aid	33831.6966648102
56916	56916_aid	107787.528938293
29084	29084_ppt_prct_abs_diff_2015-2030_1870-1999	3.57989
84740	84740_ts_prct_abs_diff_2015-2030_1870-1999	0.453195000000006
69837	69837_ts_prct_abs_diff_1995-1999_1870-1999	0.167086999999987
34071	34071_ts_prct_abs_diff_1995-1999_1870-1999	0.257459999999987
74479	74479_ppt_prct_abs_diff_2015-2030_1870-1999	2.09588999999999
67401	67401_ppt_prct_abs_diff_1995-1999_1870-1999	0.206154089230768
23154	23154_ts_prct_abs_diff_1995-1999_1870-1999	0.223031000000002
72237	72237_aid	3170252.0012209
12604	12604_ts_prct_abs_diff_1995-1999_1870-1999	0.279520615384618
23292	23292_ppt_prct_abs_diff_2015-2030_1870-1999	2.24395
67003	67003_ts_prct_abs_diff_1995-1999_1870-1999	0.150957
18298	18298_ts_prct_abs_diff_2015-2030_1870-1999	0.622969395348839
80942	80942_ppt_prct_abs_diff_2015-2030_1870-1999	10.4087999999993
82802	82802_ppt_prct_abs_diff_1995-1999_1870-1999	0.416629999999997
27251	27251_ppt_prct_abs_diff_2015-2030_1870-1999	5.53691576271186
29025	29025_aid	555435.28320312
55853	55853_ppt_prct_abs_diff_2015-2030_1870-1999	5.53148
60014	60014_ppt_prct_abs_diff_2015-2030_1870-1999	6.05088000000108
76315	76315_ppt_prct_abs_diff_2015-2030_1870-1999	4.15413999999997
19769	19769_aid	44669.4340820312
20418	20418_ppt_prct_abs_diff_1995-1999_1870-1999	2.01792000000001
70497	70497_ppt_prct_abs_diff_1995-1999_1870-1999	0.13989
51466	51466_ts_prct_abs_diff_2015-2030_1870-1999	0.44650299999995
65785	65785_ppt_prct_abs_diff_1995-1999_1870-1999	3.24062967960988
63713	63713_ts_prct_abs_diff_2015-2030_1870-1999	0.243321000000001
43040	43040_ts_prct_abs_diff_2015-2030_1870-1999	0.485641999999999
28806	28806_ts_prct_abs_diff_2015-2030_1870-1999	0.620992000000005
47656	47656_ts_prct_abs_diff_1995-1999_1870-1999	0.253798
51940	51940_aid	507411.422729492
84455	84455_aid	710.434341430672
20271	20271_ppt_prct_abs_diff_1995-1999_1870-1999	1.55235999999999
57079	57079_ppt_prct_abs_diff_1995-1999_1870-1999	3.39684999999952
78698	78698_ts_prct_abs_diff_2015-2030_1870-1999	0.404407
56686	56686_ppt_prct_abs_diff_2015-2030_1870-1999	3.54653999999985
14774	14774_ppt_prct_abs_diff_2015-2030_1870-1999	6.26751
55968	55968_aid	31652.884902954
66508	66508_ppt_prct_abs_diff_1995-1999_1870-1999	1.02663999999997
50991	50991_ppt_prct_abs_diff_2015-2030_1870-1999	24.1691132743364
82094	82094_ts_prct_abs_diff_2015-2030_1870-1999	0.537371999999991
41701	41701_ts_prct_abs_diff_1995-1999_1870-1999	0.380815999999997
46933	46933_ts_prct_abs_diff_1995-1999_1870-1999	0.318106
21510	21510_ts_prct_abs_diff_1995-1999_1870-1999	0.33821
55215	55215_ppt_prct_abs_diff_2015-2030_1870-1999	2.04299
78510	78510_ts_prct_abs_diff_1995-1999_1870-1999	0.134846999999984
14550	14550_ts_prct_abs_diff_2015-2030_1870-1999	0.875356000000006
55234	55234_aid	80120.4492187445
34424	34424_ts_prct_abs_diff_2015-2030_1870-1999	0.662300000000001
31910	31910_ts_prct_abs_diff_1995-1999_1870-1999	0.334804142857145
27378	27378_ts_prct_abs_diff_1995-1999_1870-1999	0.311787999999999
73233	73233_aid	19496.8065185547
57300	57300_ppt_prct_abs_diff_1995-1999_1870-1999	11.4835
81361	81361_ppt_prct_abs_diff_2015-2030_1870-1999	0.893040040816312
32775	32775_ppt_prct_abs_diff_2015-2030_1870-1999	6.60617597751404
61241	61241_aid	862670.062866211
49657	49657_aid	209729.500976556
64078	64078_ppt_prct_abs_diff_1995-1999_1870-1999	2.3547457254902
26357	26357_ts_prct_abs_diff_1995-1999_1870-1999	0.370700000000001
54678	54678_ts_prct_abs_diff_1995-1999_1870-1999	0.192369999999997
83572	83572_ppt_prct_abs_diff_2015-2030_1870-1999	1.99668028571428
